view,condition,waterfront,viewnew,conditionnew,waterfrontnew,price,bedrooms,bathrooms
0,4,0,0,3,0,225000.0,3,1.0
0,4,0,0,3,0,175000.0,2,1.0
0,4,0,0,3,0,549000.0,5,2.5
0,3,0,0,2,0,535000.0,3,2.75
0,3,0,0,2,0,627000.0,4,2.25
3,3,0,3,2,0,565000.0,3,2.0
0,3,0,0,2,0,392450.0,4,2.0
0,3,0,0,2,0,509000.0,2,2.0
0,3,0,0,2,0,340000.0,3,2.5
0,3,0,0,2,0,537000.0,3,2.5
0,3,0,0,2,0,865000.0,4,3.0
0,3,0,0,2,0,358000.0,2,1.0
0,5,0,0,4,0,595000.0,4,2.25
0,3,0,0,2,0,661000.0,4,2.5
0,4,0,0,3,0,419950.0,3,2.25
0,3,0,0,2,0,490000.0,4,3.5
0,3,0,0,2,0,525000.0,2,1.0
0,3,0,0,2,0,350000.0,3,2.0
0,3,0,0,2,0,552500.0,3,2.5
0,4,0,0,3,0,210000.0,3,1.0
0,3,0,0,2,0,390000.0,3,2.5
0,3,0,0,2,0,336800.0,5,1.75
0,3,0,0,2,0,465000.0,3,2.5
0,3,0,0,2,0,299900.0,4,2.5
0,3,0,0,2,0,715000.0,3,3.25
0,3,0,0,2,0,235000.0,4,2.5
0,3,0,0,2,0,276000.0,3,2.5
0,4,0,0,3,0,265000.0,4,1.5
2,4,0,2,3,0,425000.0,3,1.75
0,3,0,0,2,0,313000.0,4,2.5
3,3,0,3,2,0,715000.0,3,2.5
0,3,0,0,2,0,265000.0,3,2.25
0,3,0,0,2,0,646000.0,3,2.75
0,3,0,0,2,0,175000.0,3,1.0
3,4,0,3,3,0,649000.0,3,2.5
0,4,0,0,3,0,785000.0,3,2.75
0,5,0,0,4,0,890000.0,4,2.75
0,3,0,0,2,0,612000.0,3,3.0
0,3,0,0,2,0,330000.0,4,2.5
0,3,0,0,2,0,493000.0,3,2.25
0,3,0,0,2,0,1600000.0,4,2.25
4,5,0,4,4,0,1620000.0,4,3.0
4,5,0,4,4,0,1650000.0,4,3.0
0,3,0,0,2,0,499000.0,3,2.5
0,5,0,0,4,0,603500.0,6,2.75
2,3,0,2,2,0,530000.0,2,1.5
0,4,0,0,3,0,895000.0,5,2.5
0,4,0,0,3,0,267345.0,4,2.25
0,3,0,0,2,0,275000.0,3,2.5
0,3,0,0,2,0,439950.0,3,1.75
0,4,0,0,3,0,455000.0,3,2.25
0,3,0,0,2,0,630000.0,3,1.75
0,3,0,0,2,0,690000.0,3,2.5
0,4,0,0,3,0,212000.0,4,1.75
0,4,0,0,3,0,231500.0,4,2.25
0,4,0,0,3,0,1237500.0,4,3.25
0,4,0,0,3,0,378500.0,3,2.5
0,3,0,0,2,0,482000.0,4,2.5
0,3,0,0,2,0,695000.0,2,1.0
0,3,0,0,2,0,965000.0,4,2.5
0,4,0,0,3,0,675000.0,3,1.75
0,3,0,0,2,0,387000.0,3,1.5
0,3,0,0,2,0,347500.0,4,2.75
0,3,0,0,2,0,385000.0,3,2.0
0,3,0,0,2,0,265000.0,3,1.0
0,3,0,0,2,0,406000.0,3,1.0
0,3,0,0,2,0,134000.0,2,1.5
0,5,0,0,4,0,415000.0,3,1.0
0,3,0,0,2,0,375000.0,3,1.75
0,3,0,0,2,0,620000.0,4,2.5
0,3,0,0,2,0,337500.0,5,2.5
0,4,0,0,3,0,565000.0,3,2.5
0,3,0,0,2,0,399500.0,3,1.75
0,3,0,0,2,0,1065000.0,2,1.75
0,3,0,0,2,0,352500.0,3,2.0
0,3,0,0,2,0,259000.0,3,2.0
0,3,0,0,2,0,320000.0,2,1.0
0,4,0,0,3,0,733000.0,3,2.5
0,5,0,0,4,0,381500.0,2,1.0
0,4,0,0,3,0,343000.0,2,1.0
0,5,0,0,4,0,205500.0,2,1.0
0,5,0,0,4,0,525000.0,3,2.0
2,5,0,2,4,0,300000.0,3,1.75
0,3,0,0,2,0,299000.0,2,1.0
0,3,0,0,2,0,561000.0,4,2.5
0,3,0,0,2,0,450000.0,3,1.0
0,3,0,0,2,0,540000.0,4,2.5
0,3,0,0,2,0,379000.0,3,2.5
0,4,0,0,3,0,230000.0,3,1.0
0,4,0,0,3,0,399950.0,3,2.5
0,3,0,0,2,0,355000.0,5,2.5
0,3,0,0,2,0,580000.0,4,2.25
0,4,0,0,3,0,700000.0,3,2.0
1,4,0,1,3,0,279900.0,3,1.75
0,3,0,0,2,0,210000.0,3,1.0
0,3,0,0,2,0,1165000.0,3,3.0
0,4,0,0,3,0,290300.0,2,1.0
0,3,0,0,2,0,1599950.0,5,4.5
0,3,0,0,2,0,490000.0,3,1.0
0,3,0,0,2,0,606000.0,4,2.5
0,3,0,0,2,0,359950.0,3,1.0
0,3,0,0,2,0,677100.0,3,2.0
0,4,0,0,3,0,465000.0,3,2.0
4,3,1,4,2,1,4500000.0,5,5.5
0,4,0,0,3,0,500000.0,3,2.0
0,4,0,0,3,0,455000.0,2,1.0
0,4,0,0,3,0,705000.0,6,2.0
0,4,0,0,3,0,420000.0,3,2.5
0,3,0,0,2,0,169575.0,3,1.0
0,3,0,0,2,0,250000.0,3,1.0
0,5,0,0,4,0,530000.0,3,2.25
0,5,0,0,4,0,590000.0,5,3.25
0,3,0,0,2,0,257500.0,3,1.75
0,3,0,0,2,0,415000.0,3,1.0
0,3,0,0,2,0,536000.0,3,1.75
0,4,0,0,3,0,246500.0,3,1.5
0,3,0,0,2,0,395000.0,3,1.75
0,4,0,0,3,0,739000.0,3,2.25
0,3,0,0,2,0,1272000.0,4,2.75
0,4,0,0,3,0,190000.0,3,1.0
0,3,0,0,2,0,305000.0,3,1.5
0,4,0,0,3,0,925000.0,4,4.25
0,3,0,0,2,0,895000.0,4,3.0
0,3,0,0,2,0,656000.0,3,1.75
0,3,0,0,2,0,560000.0,4,1.0
0,3,0,0,2,0,610000.0,5,2.25
0,3,0,0,2,0,645000.0,4,2.5
0,3,0,0,2,0,259000.0,3,2.5
0,3,0,0,2,0,980000.0,4,2.5
0,4,0,0,3,0,872000.0,4,4.0
2,4,0,2,3,0,1000000.0,6,2.75
0,3,0,0,2,0,900000.0,3,2.75
0,4,0,0,3,0,475000.0,4,1.5
0,4,0,0,3,0,350000.0,5,2.75
3,3,0,3,2,0,840000.0,4,1.75
0,3,0,0,2,0,500000.0,4,2.5
0,3,0,0,2,0,202500.0,3,1.5
0,3,0,0,2,0,523000.0,4,2.5
0,3,0,0,2,0,225000.0,3,2.5
1,3,0,1,2,0,418200.0,3,2.25
0,3,0,0,2,0,356500.0,4,1.75
0,4,0,0,3,0,670000.0,4,3.0
0,5,0,0,4,0,456150.0,3,2.25
0,3,0,0,2,0,471000.0,4,2.5
0,3,0,0,2,0,558000.0,3,2.5
2,3,0,2,2,0,1380000.0,6,4.5
0,5,0,0,4,0,161500.0,3,1.0
0,3,0,0,2,0,311000.0,3,1.0
0,4,0,0,3,0,470000.0,6,1.75
0,5,0,0,4,0,569000.0,3,3.25
0,3,0,0,2,0,689000.0,4,2.5
0,3,0,0,2,0,271900.0,3,1.75
0,3,0,0,2,0,278000.0,4,2.5
0,4,0,0,3,0,820000.0,2,2.5
0,4,0,0,3,0,399500.0,3,1.75
0,4,0,0,3,0,462000.0,3,2.75
0,3,0,0,2,0,347500.0,3,1.0
0,3,0,0,2,0,562100.0,2,0.75
0,3,0,0,2,0,230000.0,2,1.0
0,5,0,0,4,0,687000.0,4,2.5
0,3,0,0,2,0,725786.0,4,2.5
0,4,0,0,3,0,315500.0,3,1.0
0,3,0,0,2,0,312000.0,4,2.0
0,3,0,0,2,0,343000.0,3,3.25
0,3,0,0,2,0,385195.0,1,1.0
0,4,0,0,3,0,415000.0,4,2.25
0,4,0,0,3,0,461000.0,3,1.75
0,3,0,0,2,0,369990.0,4,2.5
0,3,0,0,2,0,349950.0,4,2.5
0,3,0,0,2,0,285750.0,3,2.25
0,3,0,0,2,0,542500.0,4,2.25
0,3,0,0,2,0,830000.0,5,3.5
0,4,0,0,3,0,705000.0,4,2.5
0,3,0,0,2,0,615000.0,2,1.0
0,3,0,0,2,0,184500.0,2,1.0
0,3,0,0,2,0,412000.0,2,1.0
0,3,0,0,2,0,250000.0,3,1.5
0,3,0,0,2,0,580000.0,5,2.0
0,5,0,0,4,0,220000.0,2,1.0
0,4,0,0,3,0,675000.0,4,2.75
0,3,0,0,2,0,373500.0,2,1.0
0,3,0,0,2,0,662700.0,2,1.5
0,4,0,0,3,0,239950.0,5,1.0
0,4,0,0,3,0,383000.0,3,1.0
0,4,0,0,3,0,485000.0,3,2.75
0,5,0,0,4,0,610000.0,4,2.75
0,3,0,0,2,0,545000.0,6,1.75
0,5,0,0,4,0,780000.0,2,2.5
0,3,0,0,2,0,305000.0,3,2.5
0,3,0,0,2,0,405000.0,3,1.0
4,3,0,4,2,0,1110000.0,5,3.5
0,4,0,0,3,0,273000.0,3,1.75
0,3,0,0,2,0,326500.0,3,1.0
0,5,0,0,4,0,365000.0,3,1.75
0,3,0,0,2,0,1000750.0,3,2.75
0,3,0,0,2,0,422500.0,2,1.0
0,3,0,0,2,0,354450.0,4,2.75
0,4,0,0,3,0,320000.0,3,1.0
0,3,0,0,2,0,223000.0,3,1.0
0,3,0,0,2,0,410000.0,3,2.5
0,4,0,0,3,0,438000.0,3,1.0
0,3,0,0,2,0,390000.0,3,3.0
0,3,0,0,2,0,298500.0,4,2.5
0,3,0,0,2,0,749999.0,5,2.25
1,3,0,1,2,0,779000.0,6,2.5
2,3,0,2,2,0,570000.0,3,2.75
0,3,0,0,2,0,385000.0,3,1.0
0,5,0,0,4,0,649000.0,4,2.0
0,3,0,0,2,0,283000.0,3,1.0
0,3,0,0,2,0,699900.0,4,2.25
0,3,0,0,2,0,278500.0,4,1.0
0,3,0,0,2,0,700000.0,4,1.75
0,3,0,0,2,0,535000.0,4,2.75
0,3,0,0,2,0,234500.0,3,1.75
0,4,0,0,3,0,374150.0,3,1.75
0,3,0,0,2,0,397000.0,4,2.5
0,3,0,0,2,0,613000.0,3,2.25
0,4,0,0,3,0,1150000.0,3,2.5
0,3,0,0,2,0,595000.0,4,1.75
0,3,0,0,2,0,340000.0,5,2.75
0,3,0,0,2,0,388000.0,4,2.5
0,3,0,0,2,0,404000.0,3,1.75
1,4,0,1,3,0,810000.0,3,2.0
0,3,0,0,2,0,405000.0,4,2.5
0,3,0,0,2,0,726000.0,5,3.0
0,4,0,0,3,0,266000.0,3,2.5
1,5,0,1,4,0,722500.0,5,2.25
0,3,0,0,2,0,352000.0,4,2.5
0,4,0,0,3,0,265000.0,4,1.5
0,3,0,0,2,0,856000.0,3,2.5
0,4,0,0,3,0,346950.0,3,2.5
0,3,0,0,2,0,866059.0,5,3.5
0,3,0,0,2,0,410000.0,3,2.5
0,3,0,0,2,0,370000.0,3,1.75
0,4,0,0,3,0,230000.0,3,1.0
0,3,0,0,2,0,400000.0,2,2.0
0,4,0,0,3,0,172000.0,3,1.0
0,4,0,0,3,0,615000.0,3,1.75
0,3,0,0,2,0,860000.0,4,3.5
0,5,0,0,4,0,555000.0,3,1.75
0,5,0,0,4,0,579000.0,3,2.5
0,3,0,0,2,0,385000.0,3,1.75
0,3,0,0,2,0,420000.0,4,2.25
0,5,0,0,4,0,645000.0,3,1.75
0,3,0,0,2,0,549950.0,3,2.5
1,5,0,1,4,0,678000.0,3,2.75
0,3,0,0,2,0,199000.0,4,2.0
0,4,0,0,3,0,604000.0,3,1.0
0,5,0,0,4,0,268000.0,5,1.75
0,3,0,0,2,0,960000.0,5,3.5
0,4,0,0,3,0,509250.0,3,2.5
0,3,0,0,2,0,416000.0,3,2.5
0,3,0,0,2,0,190000.0,3,1.0
0,4,0,0,3,0,212000.0,3,1.5
0,3,0,0,2,0,325900.0,3,2.5
0,3,0,0,2,0,560000.0,3,3.5
0,4,0,0,3,0,275000.0,3,2.5
2,3,0,2,2,0,665000.0,4,2.5
0,3,0,0,2,0,1505000.0,4,3.5
0,3,0,0,2,0,375000.0,4,2.0
0,3,0,0,2,0,359950.0,3,1.75
0,3,0,0,2,0,340000.0,4,2.75
0,4,0,0,3,0,401000.0,2,1.0
3,4,0,3,3,0,669000.0,2,1.75
0,3,0,0,2,0,638500.0,4,2.5
0,5,0,0,4,0,545000.0,2,1.5
0,3,0,0,2,0,524000.0,4,1.0
0,3,0,0,2,0,1610000.0,5,3.75
0,3,0,0,2,0,280000.0,2,1.0
0,4,0,0,3,0,828000.0,4,2.5
0,4,0,0,3,0,223000.0,3,1.75
2,3,0,2,2,0,1289000.0,4,3.5
0,3,0,0,2,0,750000.0,2,2.0
0,3,0,0,2,0,430000.0,2,1.0
0,5,0,0,4,0,711000.0,4,1.75
0,3,0,0,2,0,310000.0,4,2.5
0,3,0,0,2,0,415000.0,5,1.75
0,3,0,0,2,0,274900.0,4,2.5
0,4,0,0,3,0,525000.0,3,3.0
0,3,0,0,2,0,179500.0,3,1.0
0,3,0,0,2,0,478000.0,3,1.0
0,3,0,0,2,0,195000.0,3,1.75
0,3,0,0,2,0,385000.0,4,3.0
0,3,0,0,2,0,401000.0,3,2.75
0,3,0,0,2,0,522000.0,4,2.5
0,4,0,0,3,0,330000.0,4,1.75
0,3,0,0,2,0,503000.0,3,2.5
0,4,0,0,3,0,175000.0,5,1.75
0,3,0,0,2,0,963990.0,4,3.5
0,4,0,0,3,0,845000.0,5,2.0
0,3,0,0,2,0,157500.0,2,1.0
0,3,0,0,2,0,450000.0,2,3.0
4,3,0,4,2,0,925000.0,4,1.75
0,4,0,0,3,0,600000.0,2,1.0
0,3,0,0,2,0,709000.0,4,1.0
0,5,0,0,4,0,1385000.0,5,3.75
0,3,0,0,2,0,248000.0,3,2.5
0,4,0,0,3,0,245000.0,3,1.0
0,4,0,0,3,0,332000.0,2,1.0
0,3,0,0,2,0,459950.0,3,2.5
2,3,0,2,2,0,425000.0,3,2.0
0,3,0,0,2,0,460000.0,3,2.25
0,3,0,0,2,0,838300.0,6,2.5
0,5,0,0,4,0,256000.0,3,2.5
0,3,0,0,2,0,864000.0,3,2.75
0,3,0,0,2,0,900000.0,4,3.5
0,3,0,0,2,0,145600.0,3,1.0
0,5,0,0,4,0,865000.0,5,3.0
0,4,0,0,3,0,250250.0,3,2.25
0,4,0,0,3,0,162000.0,4,2.0
0,3,0,0,2,0,450000.0,4,1.75
0,2,0,0,1,0,675500.0,4,2.75
0,5,0,0,4,0,697000.0,3,2.25
0,3,0,0,2,0,1324050.0,3,3.25
0,3,0,0,2,0,490000.0,3,1.75
0,3,0,0,2,0,590000.0,3,2.25
0,3,0,0,2,0,280000.0,4,1.75
0,4,0,0,3,0,515000.0,2,1.0
0,4,0,0,3,0,576000.0,3,1.0
0,3,0,0,2,0,375000.0,3,1.75
0,4,0,0,3,0,478000.0,3,1.0
0,5,0,0,4,0,282000.0,3,1.0
3,3,0,3,2,0,1400000.0,4,4.5
0,3,0,0,2,0,593500.0,5,3.25
0,3,0,0,2,0,724950.0,4,3.5
0,4,0,0,3,0,306000.0,3,1.75
0,4,0,0,3,0,341000.0,4,1.75
0,3,0,0,2,0,399950.0,3,2.5
0,3,0,0,2,0,534000.0,5,2.0
0,3,0,0,2,0,635000.0,6,2.5
0,3,0,0,2,0,350000.0,2,1.0
0,3,0,0,2,0,856000.0,3,1.5
0,3,0,0,2,0,582000.0,4,3.0
0,3,0,0,2,0,799000.0,4,2.5
0,3,0,0,2,0,423700.0,3,2.5
0,3,0,0,2,0,1835000.0,4,3.5
0,3,0,0,2,0,322000.0,3,2.0
0,3,0,0,2,0,929000.0,4,3.25
0,3,0,0,2,0,443000.0,2,1.0
0,3,0,0,2,0,441500.0,3,1.75
2,4,0,2,3,0,875000.0,4,3.5
4,3,1,4,2,1,3600000.0,3,3.25
0,4,0,0,3,0,450000.0,2,1.0
0,3,0,0,2,0,425000.0,3,2.25
0,4,0,0,3,0,660000.0,4,1.75
0,4,0,0,3,0,763101.0,3,1.75
0,3,0,0,2,0,499000.0,4,2.75
0,4,0,0,3,0,521000.0,3,1.75
2,5,0,2,4,0,302000.0,2,1.0
0,3,0,0,2,0,293000.0,4,2.25
0,3,0,0,2,0,335000.0,3,2.25
0,3,0,0,2,0,499000.0,2,1.0
0,3,0,0,2,0,600000.0,3,1.75
0,4,0,0,3,0,720000.0,4,1.75
0,3,0,0,2,0,195000.0,2,2.0
0,3,0,0,2,0,249000.0,3,1.0
0,3,0,0,2,0,334000.0,3,2.25
0,3,0,0,2,0,599950.0,4,1.75
0,4,0,0,3,0,149900.0,2,1.75
0,3,0,0,2,0,700000.0,4,1.75
0,4,0,0,3,0,525000.0,4,1.5
0,4,0,0,3,0,1049000.0,4,3.75
0,4,0,0,3,0,402000.0,3,2.5
0,3,0,0,2,0,450000.0,3,2.0
0,3,0,0,2,0,520000.0,3,2.25
0,5,0,0,4,0,205000.0,3,1.75
0,3,0,0,2,0,635000.0,3,2.25
0,5,0,0,4,0,210500.0,3,1.0
0,3,0,0,2,0,406650.0,2,1.0
0,4,0,0,3,0,350000.0,3,1.75
0,3,0,0,2,0,425000.0,4,1.75
0,3,0,0,2,0,798000.0,3,3.5
0,2,0,0,1,0,180000.0,3,1.0
0,5,0,0,4,0,1250000.0,5,3.25
0,4,0,0,3,0,435000.0,4,2.0
0,3,0,0,2,0,355000.0,3,1.5
0,3,0,0,2,0,3000000.0,5,3.25
0,5,0,0,4,0,685000.0,5,2.5
0,4,0,0,3,0,311000.0,3,1.0
0,4,0,0,3,0,305000.0,4,2.25
0,4,0,0,3,0,675000.0,3,2.5
2,4,0,2,3,0,769000.0,4,2.75
0,5,0,0,4,0,430000.0,3,1.5
0,4,0,0,3,0,516250.0,6,2.0
2,5,0,2,4,0,760000.0,3,3.5
0,3,0,0,2,0,579950.0,3,3.5
0,4,0,0,3,0,476000.0,3,2.25
0,4,0,0,3,0,510000.0,3,1.75
0,3,0,0,2,0,205000.0,2,1.0
0,3,0,0,2,0,240000.0,3,1.0
2,3,0,2,2,0,738000.0,5,3.5
0,5,0,0,4,0,420000.0,3,1.75
0,4,0,0,3,0,455000.0,3,1.75
0,5,0,0,4,0,765000.0,4,1.0
0,4,0,0,3,0,372000.0,4,1.5
0,2,0,0,1,0,160000.0,3,1.0
0,3,0,0,2,0,772000.0,4,2.5
0,4,0,0,3,0,1125000.0,5,1.75
0,3,0,0,2,0,479000.0,3,1.0
0,3,0,0,2,0,570000.0,3,2.5
0,3,0,0,2,0,350000.0,4,1.0
0,3,0,0,2,0,353000.0,3,2.5
0,3,0,0,2,0,699000.0,5,2.5
0,4,0,0,3,0,265000.0,3,2.0
0,3,0,0,2,0,167000.0,1,1.0
0,3,0,0,2,0,500000.0,4,2.25
0,4,0,0,3,0,700000.0,3,1.0
0,3,0,0,2,0,295000.0,1,1.0
2,3,0,2,2,0,1010000.0,4,3.5
0,5,0,0,4,0,209000.0,2,1.0
0,4,0,0,3,0,276000.0,3,1.75
0,3,0,0,2,0,380000.0,4,2.5
0,3,0,0,2,0,315000.0,3,1.5
0,3,0,0,2,0,685530.0,4,2.5
0,4,0,0,3,0,254600.0,3,2.0
0,4,0,0,3,0,230000.0,3,2.0
0,3,0,0,2,0,335000.0,3,3.0
0,3,0,0,2,0,550000.0,4,2.5
0,4,0,0,3,0,123300.0,3,1.0
0,3,0,0,2,0,275436.0,4,2.75
3,3,0,3,2,0,325000.0,4,3.5
0,3,0,0,2,0,635000.0,4,2.5
0,4,0,0,3,0,513000.0,3,1.75
0,3,0,0,2,0,580000.0,4,2.5
0,3,0,0,2,0,225000.0,3,1.0
0,3,0,0,2,0,265000.0,3,1.0
0,3,0,0,2,0,313000.0,4,1.75
0,3,0,0,2,0,296000.0,2,1.0
0,3,0,0,2,0,655500.0,4,2.75
0,4,0,0,3,0,250750.0,5,1.75
0,3,0,0,2,0,438000.0,4,2.5
0,4,0,0,3,0,590000.0,3,2.75
0,4,0,0,3,0,329500.0,3,1.0
0,3,0,0,2,0,1195000.0,3,2.25
0,3,0,0,2,0,415000.0,2,1.0
0,3,0,0,2,0,900000.0,4,2.5
0,3,0,0,2,0,378000.0,3,1.5
3,5,0,3,4,0,474000.0,2,1.0
0,3,0,0,2,0,464000.0,3,1.0
0,4,0,0,3,0,310000.0,3,1.0
1,5,0,1,4,0,580000.0,3,1.5
3,4,1,3,3,1,999000.0,3,2.75
0,5,0,0,4,0,510000.0,2,1.0
1,3,0,1,2,0,650000.0,3,1.5
0,4,0,0,3,0,196000.0,3,1.0
0,3,0,0,2,0,220000.0,4,1.75
2,3,0,2,2,0,855000.0,3,2.25
0,4,0,0,3,0,483000.0,3,1.75
0,3,0,0,2,0,400000.0,3,1.0
0,3,0,0,2,0,435000.0,3,2.5
0,3,0,0,2,0,219500.0,1,1.0
0,3,0,0,2,0,2950000.0,4,3.5
0,3,0,0,2,0,427000.0,3,2.5
0,3,0,0,2,0,430000.0,2,1.5
0,3,0,0,2,0,685000.0,2,1.5
0,3,0,0,2,0,495000.0,2,1.5
0,3,0,0,2,0,299950.0,3,2.5
0,3,0,0,2,0,390000.0,4,1.75
0,4,0,0,3,0,385000.0,3,1.75
0,3,0,0,2,0,740000.0,4,2.5
1,3,0,1,2,0,991700.0,4,3.0
0,4,0,0,3,0,765000.0,3,2.75
2,4,0,2,3,0,802000.0,4,2.25
0,4,0,0,3,0,950000.0,4,2.75
0,3,0,0,2,0,392000.0,4,2.5
0,3,0,0,2,0,590000.0,3,2.5
0,2,0,0,1,0,425000.0,4,2.5
4,4,0,4,3,0,765000.0,5,1.75
0,4,0,0,3,0,313500.0,3,2.25
0,4,0,0,3,0,320000.0,3,1.0
0,3,0,0,2,0,604000.0,4,1.75
0,3,0,0,2,0,570000.0,3,2.0
0,4,0,0,3,0,639000.0,4,2.5
0,4,0,0,3,0,335000.0,4,2.0
0,4,0,0,3,0,896000.0,4,1.75
0,3,0,0,2,0,259500.0,3,1.75
0,4,0,0,3,0,637000.0,3,2.0
0,3,0,0,2,0,307450.0,4,2.75
0,4,0,0,3,0,535000.0,3,1.75
0,4,0,0,3,0,669500.0,4,2.25
0,3,0,0,2,0,259000.0,3,1.75
0,1,0,0,0,0,441000.0,4,1.5
0,3,0,0,2,0,228800.0,4,2.5
0,3,0,0,2,0,530000.0,2,2.0
0,4,0,0,3,0,524000.0,2,2.0
0,5,0,0,4,0,430000.0,4,2.25
0,5,0,0,4,0,1325000.0,4,3.25
0,3,0,0,2,0,210000.0,3,1.0
0,3,0,0,2,0,449000.0,4,2.5
0,3,0,0,2,0,945000.0,2,2.5
0,3,0,0,2,0,200450.0,3,1.0
0,3,0,0,2,0,219950.0,3,1.5
0,4,0,0,3,0,659500.0,4,3.0
0,5,0,0,4,0,746000.0,4,2.75
0,3,0,0,2,0,540000.0,3,1.75
0,3,0,0,2,0,485000.0,5,2.0
0,3,0,0,2,0,202000.0,2,1.0
0,4,0,0,3,0,2525000.0,4,5.5
0,3,0,0,2,0,502000.0,3,2.75
0,3,0,0,2,0,279000.0,2,2.75
0,4,0,0,3,0,409500.0,3,1.0
0,3,0,0,2,0,453000.0,3,2.0
0,3,0,0,2,0,367000.0,4,1.0
0,3,0,0,2,0,550000.0,3,2.5
0,3,0,0,2,0,273500.0,3,1.5
0,3,0,0,2,0,505000.0,4,3.0
0,3,0,0,2,0,770000.0,3,2.5
0,3,0,0,2,0,565000.0,4,2.25
0,5,0,0,4,0,316000.0,3,0.75
0,3,0,0,2,0,160000.0,4,1.0
0,3,0,0,2,0,170000.0,3,1.0
0,3,0,0,2,0,235000.0,3,1.0
0,3,0,0,2,0,1799000.0,4,3.5
0,3,0,0,2,0,310000.0,3,1.0
0,4,0,0,3,0,285000.0,4,1.75
0,3,0,0,2,0,280000.0,2,1.0
3,3,0,3,2,0,2298000.0,4,4.25
0,3,0,0,2,0,763776.0,4,2.5
2,3,0,2,2,0,530000.0,5,2.75
0,3,0,0,2,0,362000.0,1,1.0
0,3,0,0,2,0,430000.0,2,1.0
0,4,0,0,3,0,456500.0,3,1.0
0,3,0,0,2,0,445000.0,4,2.5
0,3,0,0,2,0,386900.0,3,1.0
0,4,0,0,3,0,479000.0,3,1.0
0,3,0,0,2,0,525000.0,3,2.5
0,3,0,0,2,0,272000.0,4,1.75
0,3,0,0,2,0,517000.0,4,1.0
0,4,0,0,3,0,615000.0,3,1.75
0,3,0,0,2,0,439000.0,3,1.75
0,4,0,0,3,0,716000.0,3,2.5
2,4,0,2,3,0,308000.0,2,1.0
0,4,0,0,3,0,800000.0,3,2.25
0,3,0,0,2,0,575000.0,3,2.0
0,4,0,0,3,0,219950.0,3,1.5
0,4,0,0,3,0,770000.0,4,2.5
0,3,0,0,2,0,424950.0,3,1.75
0,3,0,0,2,0,387000.0,3,2.25
3,3,0,3,2,0,790000.0,4,1.75
0,3,0,0,2,0,156000.0,2,1.0
0,5,0,0,4,0,580000.0,2,1.0
0,3,0,0,2,0,490000.0,4,2.25
2,3,0,2,2,0,950000.0,5,3.25
0,3,0,0,2,0,400000.0,2,2.5
0,3,0,0,2,0,325000.0,2,2.5
0,3,0,0,2,0,365000.0,4,2.5
0,4,0,0,3,0,255000.0,3,1.75
1,3,0,1,2,0,985000.0,5,3.5
0,3,0,0,2,0,595000.0,4,2.5
0,5,0,0,4,0,427500.0,3,1.0
0,3,0,0,2,0,728000.0,3,1.5
0,3,0,0,2,0,549950.0,2,1.0
0,3,0,0,2,0,650000.0,3,2.0
2,4,0,2,3,0,1125000.0,5,3.25
0,5,0,0,4,0,203000.0,3,1.0
0,5,0,0,4,0,311000.0,2,1.0
0,3,0,0,2,0,387500.0,6,2.0
0,3,0,0,2,0,370000.0,4,2.0
0,3,0,0,2,0,228000.0,2,1.0
0,5,0,0,4,0,740000.0,2,1.75
0,3,0,0,2,0,200000.0,4,2.0
0,4,0,0,3,0,660000.0,3,1.0
0,3,0,0,2,0,275000.0,4,2.0
0,3,0,0,2,0,708000.0,2,1.0
0,3,0,0,2,0,280000.0,3,2.5
0,3,0,0,2,0,325000.0,4,2.5
0,3,0,0,2,0,495000.0,3,2.5
0,3,0,0,2,0,691000.0,2,2.0
2,4,0,2,3,0,2288000.0,4,2.5
0,5,0,0,4,0,329500.0,3,2.5
0,3,0,0,2,0,348000.0,3,2.5
0,4,0,0,3,0,425000.0,2,1.0
0,3,0,0,2,0,210000.0,3,1.0
0,3,0,0,2,0,285000.0,2,1.0
0,3,0,0,2,0,222000.0,3,1.0
0,3,0,0,2,0,200000.0,4,2.5
0,3,0,0,2,0,247500.0,3,2.0
0,3,0,0,2,0,1500000.0,4,5.5
0,3,0,0,2,0,190000.0,3,1.75
0,4,0,0,3,0,975000.0,4,2.5
0,4,0,0,3,0,1130000.0,4,3.0
0,4,0,0,3,0,283200.0,4,1.75
0,4,0,0,3,0,650000.0,3,2.5
0,4,0,0,3,0,449500.0,3,2.0
0,3,0,0,2,0,400000.0,3,1.75
0,3,0,0,2,0,89950.0,1,1.0
0,3,0,0,2,0,158800.0,3,1.0
1,3,0,1,2,0,870000.0,4,3.0
0,3,0,0,2,0,196000.0,3,1.5
0,5,0,0,4,0,850000.0,3,1.75
0,3,0,0,2,0,775000.0,4,2.5
0,3,0,0,2,0,483500.0,3,2.5
0,3,0,0,2,0,387000.0,3,1.5
0,3,0,0,2,0,900000.0,3,3.0
2,3,0,2,2,0,336000.0,3,1.5
0,5,0,0,4,0,415000.0,2,1.0
2,3,0,2,2,0,380000.0,0,0.0
0,3,0,0,2,0,350000.0,3,1.5
0,3,0,0,2,0,1320000.0,4,5.25
3,4,0,3,3,0,765000.0,3,1.75
0,3,0,0,2,0,527000.0,4,2.5
0,5,0,0,4,0,524000.0,4,2.75
0,3,0,0,2,0,448000.0,2,1.0
0,3,0,0,2,0,775000.0,4,3.25
0,4,0,0,3,0,176500.0,3,1.0
